,District,Type,Count,Amount,Year,state
4616,mau district,TOTAL,289175,508132593.4963125,2019,uttar-pradesh
4617,mirzapur district,TOTAL,370018,604811367.0486603,2019,uttar-pradesh
4618,bulandshahr district,TOTAL,661182,1181078745.5521696,2019,uttar-pradesh
4619,gonda district,TOTAL,395791,882626251.478508,2019,uttar-pradesh
4620,jhansi district,TOTAL,811098,1431255309.32276,2019,uttar-pradesh
4621,chandauli district,TOTAL,335261,552232588.7462204,2019,uttar-pradesh
4622,bhadohi district,TOTAL,254395,384878660.8586165,2019,uttar-pradesh
4623,pratapgarh district,TOTAL,377704,643587970.4904829,2019,uttar-pradesh
4624,saharanpur district,TOTAL,872438,1432305061.8914812,2019,uttar-pradesh
4625,bara banki district,TOTAL,393903,565012757.3761901,2019,uttar-pradesh
4626,bareilly district,TOTAL,1164660,1630271295.8342814,2019,uttar-pradesh
4627,sitapur district,TOTAL,536281,584813456.8124702,2019,uttar-pradesh
4628,sultanpur district,TOTAL,368309,624816515.2277038,2019,uttar-pradesh
4629,agra district,TOTAL,1678565,2589010631.0242796,2019,uttar-pradesh
4630,fatehpur district,TOTAL,217086,362244820.75375307,2019,uttar-pradesh
4631,rae bareli district,TOTAL,302109,534436240.9415308,2019,uttar-pradesh
4632,firozabad district,TOTAL,440487,634458695.8221478,2019,uttar-pradesh
4633,kheri district,TOTAL,477249,600146322.8212832,2019,uttar-pradesh
4634,gorakhpur district,TOTAL,1301866,2600290226.3257475,2019,uttar-pradesh
4635,unnao district,TOTAL,356473,503877920.0297375,2019,uttar-pradesh
4636,prayagraj district,TOTAL,2766837,4091292783.6421504,2019,uttar-pradesh
4637,sonbhadra district,TOTAL,419238,829425996.8621877,2019,uttar-pradesh
4638,ghazipur district,TOTAL,582438,1046180128.5320454,2019,uttar-pradesh
4639,farrukhabad district,TOTAL,254048,416393130.76567614,2019,uttar-pradesh
4640,kannauj district,TOTAL,202155,322378590.14869845,2019,uttar-pradesh
4641,azamgarh district,TOTAL,614200,1166995387.2236562,2019,uttar-pradesh
4642,ayodhya district,TOTAL,460000,840285142.6835718,2019,uttar-pradesh
4643,deoria district,TOTAL,630682,1159986105.432581,2019,uttar-pradesh
4644,ghaziabad district,TOTAL,6466390,8384891301.42561,2019,uttar-pradesh
4645,amethi district,TOTAL,385496,683646970.1812466,2019,uttar-pradesh
4646,siddharthnagar district,TOTAL,404440,1106226161.274441,2019,uttar-pradesh
4647,auraiya district,TOTAL,296077,549636189.7449863,2019,uttar-pradesh
4648,sambhal district,TOTAL,224755,483387045.50147307,2019,uttar-pradesh
4649,kanpur nagar district,TOTAL,3438636,6283713197.57716,2019,uttar-pradesh
4650,aligarh district,TOTAL,1161353,2034279415.2708366,2019,uttar-pradesh
4651,mahoba district,TOTAL,137733,244474408.08630717,2019,uttar-pradesh
4652,lucknow district,TOTAL,14205324,30191564282.331238,2019,uttar-pradesh
4653,sant kabeer nagar district,TOTAL,304918,749871481.5486368,2019,uttar-pradesh
4654,hathras district,TOTAL,314326,584110065.0207132,2019,uttar-pradesh
4655,budaun district,TOTAL,298062,533875756.7647765,2019,uttar-pradesh
4656,moradabad district,TOTAL,686463,1469709142.4561715,2019,uttar-pradesh
4657,kushinagar district,TOTAL,992091,2182627277.826824,2019,uttar-pradesh
4658,baghpat district,TOTAL,431728,848871037.413548,2019,uttar-pradesh
4659,shahjahanpur district,TOTAL,379896,668190077.1501824,2019,uttar-pradesh
4660,muzaffarnagar district,TOTAL,619496,1229126610.3300664,2019,uttar-pradesh
4661,ambedkar nagar district,TOTAL,499240,779836279.3967726,2019,uttar-pradesh
4662,bahraich district,TOTAL,341814,644249415.539638,2019,uttar-pradesh
4663,jalaun district,TOTAL,334493,586293724.4664252,2019,uttar-pradesh
4664,rampur district,TOTAL,324874,631324138.7649697,2019,uttar-pradesh
4665,ballia district,TOTAL,727597,1427288854.0797868,2019,uttar-pradesh
4666,shravasti district,TOTAL,78564,164110483.56702596,2019,uttar-pradesh
4667,kasganj district,TOTAL,180784,331913103.5134749,2019,uttar-pradesh
4668,varanasi district,TOTAL,4217796,5004637433.780641,2019,uttar-pradesh
4669,gautam buddha nagar district,TOTAL,16003102,17701548866.812836,2019,uttar-pradesh
4670,basti district,TOTAL,530218,1224897525.9800131,2019,uttar-pradesh
4671,shamli district,TOTAL,265095,564166990.4436123,2019,uttar-pradesh
4672,maharajganj district,TOTAL,527206,1179282302.0661354,2019,uttar-pradesh
4673,etawah district,TOTAL,388969,635011988.0541148,2019,uttar-pradesh
4674,etah district,TOTAL,250439,517291347.68406165,2019,uttar-pradesh
4675,banda district,TOTAL,228010,371197107.74283075,2019,uttar-pradesh
4676,bijnor district,TOTAL,602847,1154559917.6424184,2019,uttar-pradesh
4677,hardoi district,TOTAL,372586,595858258.2137665,2019,uttar-pradesh
4678,balrampur district,TOTAL,221392,574617451.683623,2019,uttar-pradesh
4679,amroha district,TOTAL,327146,685979996.2329844,2019,uttar-pradesh
4680,pilibhit district,TOTAL,296345,450680196.8884482,2019,uttar-pradesh
4681,mainpuri district,TOTAL,297692,543268880.1196997,2019,uttar-pradesh
4682,kanpur dehat district,TOTAL,275199,556156087.6627556,2019,uttar-pradesh
4683,jaunpur district,TOTAL,1023077,1995246393.8580596,2019,uttar-pradesh
4684,kaushambi district,TOTAL,160586,306394890.34353673,2019,uttar-pradesh
4685,hapur district,TOTAL,565080,1017699184.2391319,2019,uttar-pradesh
4686,hamirpur district,TOTAL,194650,322746376.94687164,2019,uttar-pradesh
4687,meerut district,TOTAL,1820166,3435708382.415326,2019,uttar-pradesh
4688,mathura district,TOTAL,1095818,2108793175.9608073,2019,uttar-pradesh
4689,chitrakoot district,TOTAL,129557,237569148.26362717,2019,uttar-pradesh
4690,lalitpur district,TOTAL,249170,415147911.20848274,2019,uttar-pradesh
4691,mau district,TOTAL,445877,763508021.0427756,2019,uttar-pradesh
4692,mirzapur district,TOTAL,494142,865550749.7664909,2019,uttar-pradesh
4693,bulandshahr district,TOTAL,865523,1612998002.6328402,2019,uttar-pradesh
4694,gonda district,TOTAL,502501,1216112969.3951266,2019,uttar-pradesh
4695,jhansi district,TOTAL,995155,1815504488.3189025,2019,uttar-pradesh
4696,chandauli district,TOTAL,535326,775048803.765221,2019,uttar-pradesh
4697,bhadohi district,TOTAL,335341,559967190.8394852,2019,uttar-pradesh
4698,pratapgarh district,TOTAL,530239,992265221.5221021,2019,uttar-pradesh
4699,saharanpur district,TOTAL,1147871,1861376501.3353348,2019,uttar-pradesh
4700,bara banki district,TOTAL,480765,764562635.4137859,2019,uttar-pradesh
4701,bareilly district,TOTAL,1342436,2179671438.615908,2019,uttar-pradesh
4702,sitapur district,TOTAL,717451,691802381.6676625,2019,uttar-pradesh
4703,sultanpur district,TOTAL,517126,914129745.1753559,2019,uttar-pradesh
4704,agra district,TOTAL,1992945,3485238496.7261944,2019,uttar-pradesh
4705,fatehpur district,TOTAL,293982,535822800.9610729,2019,uttar-pradesh
4706,rae bareli district,TOTAL,417255,762711366.4525826,2019,uttar-pradesh
4707,firozabad district,TOTAL,495365,882939644.183182,2019,uttar-pradesh
4708,kheri district,TOTAL,649222,793591341.0311613,2019,uttar-pradesh
4709,gorakhpur district,TOTAL,1669194,3445111045.80023,2019,uttar-pradesh
4710,unnao district,TOTAL,424210,685146302.8682197,2019,uttar-pradesh
4711,prayagraj district,TOTAL,3400115,5161631925.304864,2019,uttar-pradesh
4712,sonbhadra district,TOTAL,561074,1090356998.0280867,2019,uttar-pradesh
4713,ghazipur district,TOTAL,785311,1574528809.9949389,2019,uttar-pradesh
4714,farrukhabad district,TOTAL,320743,556807628.3387713,2019,uttar-pradesh
4715,kannauj district,TOTAL,258519,420520775.36550784,2019,uttar-pradesh
4716,azamgarh district,TOTAL,809005,1661165144.9364865,2019,uttar-pradesh
4717,ayodhya district,TOTAL,629884,1151855830.497024,2019,uttar-pradesh
4718,deoria district,TOTAL,862616,1703101937.4689212,2019,uttar-pradesh
4719,ghaziabad district,TOTAL,7615506,10609113377.795418,2019,uttar-pradesh
4720,amethi district,TOTAL,442934,793055435.5971984,2020,uttar-pradesh
4721,siddharthnagar district,TOTAL,504094,1283921562.9510813,2020,uttar-pradesh
4722,auraiya district,TOTAL,360206,682438846.2347766,2020,uttar-pradesh
4723,sambhal district,TOTAL,298047,654304412.4248414,2020,uttar-pradesh
4724,kanpur nagar district,TOTAL,3526062,6302890117.188827,2020,uttar-pradesh
4725,aligarh district,TOTAL,1516382,2754661142.0504365,2020,uttar-pradesh
4726,mahoba district,TOTAL,154842,287091201.60271966,2020,uttar-pradesh
4727,lucknow district,TOTAL,15484604,35175437631.48635,2020,uttar-pradesh
4728,sant kabeer nagar district,TOTAL,376434,871941750.2025517,2020,uttar-pradesh
4729,hathras district,TOTAL,410971,765970604.3846166,2020,uttar-pradesh
4730,budaun district,TOTAL,392219,721291549.5645074,2020,uttar-pradesh
4731,moradabad district,TOTAL,932327,2034344657.470043,2020,uttar-pradesh
4732,kushinagar district,TOTAL,1152792,2476570738.609226,2020,uttar-pradesh
4733,baghpat district,TOTAL,530997,1065565623.1661642,2020,uttar-pradesh
4734,shahjahanpur district,TOTAL,476637,793820511.5504317,2020,uttar-pradesh
4735,muzaffarnagar district,TOTAL,818233,1624414500.333385,2020,uttar-pradesh
4736,ambedkar nagar district,TOTAL,557894,932648937.8062013,2020,uttar-pradesh
4737,bahraich district,TOTAL,362621,778183420.033402,2020,uttar-pradesh
4738,jalaun district,TOTAL,402254,726128672.3437756,2020,uttar-pradesh
4739,rampur district,TOTAL,387893,758935764.1514974,2020,uttar-pradesh
4740,ballia district,TOTAL,867431,1679776535.0813468,2020,uttar-pradesh
4741,shravasti district,TOTAL,92811,209037108.9613788,2020,uttar-pradesh
4742,kasganj district,TOTAL,236602,425135235.69578433,2020,uttar-pradesh
4743,varanasi district,TOTAL,3542507,5628921241.986841,2020,uttar-pradesh
4744,gautam buddha nagar district,TOTAL,16781339,19356764212.732895,2020,uttar-pradesh
4745,basti district,TOTAL,648494,1477236381.5798903,2020,uttar-pradesh
4746,shamli district,TOTAL,350784,711886138.1274472,2020,uttar-pradesh
4747,maharajganj district,TOTAL,620464,1388800583.164234,2020,uttar-pradesh
4748,etawah district,TOTAL,439975,802347947.2815385,2020,uttar-pradesh
4749,etah district,TOTAL,332256,646289351.1039693,2020,uttar-pradesh
4750,banda district,TOTAL,263634,458003138.11072093,2020,uttar-pradesh
4751,bijnor district,TOTAL,752927,1457705665.530767,2020,uttar-pradesh
4752,hardoi district,TOTAL,477639,782383247.9540768,2020,uttar-pradesh
4753,balrampur district,TOTAL,268711,678927768.6122268,2020,uttar-pradesh
4754,amroha district,TOTAL,477955,1019191449.8232603,2020,uttar-pradesh
4755,pilibhit district,TOTAL,368547,563616486.2527626,2020,uttar-pradesh
4756,mainpuri district,TOTAL,386043,707602152.0452058,2020,uttar-pradesh
4757,kanpur dehat district,TOTAL,356453,690188080.6387806,2020,uttar-pradesh
4758,jaunpur district,TOTAL,1180411,2252491479.613646,2020,uttar-pradesh
4759,kaushambi district,TOTAL,209052,399878336.4972182,2020,uttar-pradesh
4760,hapur district,TOTAL,774089,1439175871.012226,2020,uttar-pradesh
4761,hamirpur district,TOTAL,225126,394456129.33399427,2020,uttar-pradesh
4762,meerut district,TOTAL,2734403,5750006817.718883,2020,uttar-pradesh
4763,mathura district,TOTAL,1331532,2552190691.3455224,2020,uttar-pradesh
4764,chitrakoot district,TOTAL,152213,298433903.3791989,2020,uttar-pradesh
4765,lalitpur district,TOTAL,295766,510364241.3719046,2020,uttar-pradesh
4766,mau district,TOTAL,446716,852393229.2166077,2020,uttar-pradesh
4767,mirzapur district,TOTAL,553170,1031890445.8217273,2020,uttar-pradesh
4768,bulandshahr district,TOTAL,1151908,2063457475.4872737,2020,uttar-pradesh
4769,gonda district,TOTAL,599465,1440352646.7471511,2020,uttar-pradesh
4770,jhansi district,TOTAL,1147735,2142737654.3541503,2020,uttar-pradesh
4771,chandauli district,TOTAL,537509,937666614.3287449,2020,uttar-pradesh
4772,bhadohi district,TOTAL,378029,648953452.5788776,2020,uttar-pradesh
4773,pratapgarh district,TOTAL,616605,1177453541.8849149,2020,uttar-pradesh
4774,saharanpur district,TOTAL,1272320,2264046332.668038,2020,uttar-pradesh
4775,bara banki district,TOTAL,567581,898106303.4951146,2020,uttar-pradesh
4776,bareilly district,TOTAL,1552726,2644081691.2668533,2020,uttar-pradesh
4777,sitapur district,TOTAL,558492,831382287.4106555,2020,uttar-pradesh
4778,sultanpur district,TOTAL,557876,1015816552.3076282,2020,uttar-pradesh
4779,agra district,TOTAL,2580164,4626649236.040559,2020,uttar-pradesh
4780,fatehpur district,TOTAL,356379,643900349.2945298,2020,uttar-pradesh
4781,rae bareli district,TOTAL,523048,1028160710.6428875,2020,uttar-pradesh
4782,firozabad district,TOTAL,660551,1122434154.0489092,2020,uttar-pradesh
4783,kheri district,TOTAL,645801,953226295.4248688,2020,uttar-pradesh
4784,gorakhpur district,TOTAL,1933805,3977529990.219,2020,uttar-pradesh
4785,unnao district,TOTAL,512648,816053858.7320218,2020,uttar-pradesh
4786,prayagraj district,TOTAL,3666845,6073221861.020849,2020,uttar-pradesh
4787,sonbhadra district,TOTAL,634133,1284630207.9425206,2020,uttar-pradesh
4788,ghazipur district,TOTAL,886756,1754768855.8994298,2020,uttar-pradesh
4789,farrukhabad district,TOTAL,389097,688461310.9033006,2020,uttar-pradesh
4790,kannauj district,TOTAL,314330,537738592.533855,2020,uttar-pradesh
4791,azamgarh district,TOTAL,963531,1894632195.3300169,2020,uttar-pradesh
4792,ayodhya district,TOTAL,707638,1365557406.2100632,2020,uttar-pradesh
4793,deoria district,TOTAL,1000897,1938521663.7649212,2020,uttar-pradesh
4794,ghaziabad district,TOTAL,8267770,11998182771.021786,2020,uttar-pradesh
4795,amethi district,TOTAL,635116,974183514.6682266,2020,uttar-pradesh
4796,siddharthnagar district,TOTAL,819494,1658908733.68855,2020,uttar-pradesh
4797,auraiya district,TOTAL,555297,913908538.7268261,2020,uttar-pradesh
4798,sambhal district,TOTAL,445362,915305072.0436411,2020,uttar-pradesh
4799,kanpur nagar district,TOTAL,3495087,6575767545.013138,2020,uttar-pradesh
4800,aligarh district,TOTAL,1873486,3333199475.1588674,2020,uttar-pradesh
4801,mahoba district,TOTAL,233814,399777718.3400351,2020,uttar-pradesh
4802,lucknow district,TOTAL,12430842,30895556075.945335,2020,uttar-pradesh
4803,sant kabeer nagar district,TOTAL,563477,1126483835.4807208,2020,uttar-pradesh
4804,hathras district,TOTAL,615773,1101536508.1485734,2020,uttar-pradesh
4805,budaun district,TOTAL,626764,1100415261.6154776,2020,uttar-pradesh
4806,moradabad district,TOTAL,1098280,2227291545.4005814,2020,uttar-pradesh
4807,kushinagar district,TOTAL,1538615,3018986266.709964,2020,uttar-pradesh
4808,baghpat district,TOTAL,758380,1398945687.0516171,2020,uttar-pradesh
4809,shahjahanpur district,TOTAL,673377,1100598020.9656553,2020,uttar-pradesh
4810,muzaffarnagar district,TOTAL,1091622,1908747238.8518875,2020,uttar-pradesh
4811,ambedkar nagar district,TOTAL,772604,1212105252.8195994,2020,uttar-pradesh
4812,bahraich district,TOTAL,517053,924475011.6070898,2020,uttar-pradesh
4813,jalaun district,TOTAL,580715,979336659.411663,2020,uttar-pradesh
4814,rampur district,TOTAL,555936,973183157.5793293,2020,uttar-pradesh
4815,ballia district,TOTAL,1181508,2103381532.6901255,2020,uttar-pradesh
4816,shravasti district,TOTAL,134854,252546509.02541625,2020,uttar-pradesh
4817,kasganj district,TOTAL,397002,615459668.9485261,2020,uttar-pradesh
4818,varanasi district,TOTAL,2569684,4411716947.662937,2020,uttar-pradesh
4819,gautam buddha nagar district,TOTAL,10896512,12933946780.93526,2020,uttar-pradesh
4820,basti district,TOTAL,948055,1808772881.0817773,2020,uttar-pradesh
4821,shamli district,TOTAL,492479,939358656.6601737,2020,uttar-pradesh
4822,maharajganj district,TOTAL,822688,1694125648.4930968,2020,uttar-pradesh
4823,etawah district,TOTAL,611642,1044635436.3768692,2020,uttar-pradesh
4824,etah district,TOTAL,551798,927167974.1658479,2020,uttar-pradesh
4825,banda district,TOTAL,357345,564152852.325402,2020,uttar-pradesh
4826,bijnor district,TOTAL,1145403,1989993254.2551293,2020,uttar-pradesh
4827,hardoi district,TOTAL,790987,1184073625.9853127,2020,uttar-pradesh
4828,balrampur district,TOTAL,396187,820186982.4201376,2020,uttar-pradesh
4829,amroha district,TOTAL,617820,1214245940.1325486,2020,uttar-pradesh
4830,pilibhit district,TOTAL,496981,795419207.6522852,2020,uttar-pradesh
4831,mainpuri district,TOTAL,654574,1076283108.867208,2020,uttar-pradesh
4832,kanpur dehat district,TOTAL,542702,896535897.5354111,2020,uttar-pradesh
4833,jaunpur district,TOTAL,1679713,2818494385.2133613,2020,uttar-pradesh
4834,kaushambi district,TOTAL,298441,490127982.97519726,2020,uttar-pradesh
4835,hapur district,TOTAL,902343,1496243557.9684124,2020,uttar-pradesh
4836,hamirpur district,TOTAL,345407,585773637.2601408,2020,uttar-pradesh
4837,meerut district,TOTAL,2994911,6172148246.847013,2020,uttar-pradesh
4838,mathura district,TOTAL,1541861,2826177786.1147556,2020,uttar-pradesh
4839,chitrakoot district,TOTAL,216451,390056597.1967051,2020,uttar-pradesh
4840,lalitpur district,TOTAL,399359,774393184.7726351,2020,uttar-pradesh
4841,mau district,TOTAL,658169,1068323503.2972853,2020,uttar-pradesh
4842,mirzapur district,TOTAL,749501,1326542494.3352373,2020,uttar-pradesh
4843,bulandshahr district,TOTAL,1706169,2741837464.8851476,2020,uttar-pradesh
4844,gonda district,TOTAL,815060,1757033684.2832575,2020,uttar-pradesh
4845,jhansi district,TOTAL,1262589,2418809124.961895,2020,uttar-pradesh
4846,chandauli district,TOTAL,695768,1196696570.5988152,2020,uttar-pradesh
4847,bhadohi district,TOTAL,544721,822816633.480869,2020,uttar-pradesh
4848,pratapgarh district,TOTAL,954561,1600278347.9329877,2020,uttar-pradesh
4849,saharanpur district,TOTAL,1685012,3012340250.8405867,2020,uttar-pradesh
4850,bara banki district,TOTAL,699432,1034102989.7037303,2020,uttar-pradesh
4851,bareilly district,TOTAL,1694171,2977759298.7303386,2020,uttar-pradesh
4852,sitapur district,TOTAL,722022,1088559903.6343775,2020,uttar-pradesh
4853,sultanpur district,TOTAL,776598,1229758670.7062597,2020,uttar-pradesh
4854,agra district,TOTAL,2837641,5153788501.153106,2020,uttar-pradesh
4855,fatehpur district,TOTAL,541508,820178271.380095,2020,uttar-pradesh
4856,rae bareli district,TOTAL,655030,1095500288.6753979,2020,uttar-pradesh
4857,firozabad district,TOTAL,877638,1459928974.4941869,2020,uttar-pradesh
4858,kheri district,TOTAL,754871,1190369834.481358,2020,uttar-pradesh
4859,gorakhpur district,TOTAL,2231738,4183285969.668811,2020,uttar-pradesh
4860,unnao district,TOTAL,710650,950240650.1922326,2020,uttar-pradesh
4861,prayagraj district,TOTAL,2935110,5163514764.361202,2020,uttar-pradesh
4862,sonbhadra district,TOTAL,806207,1534403493.080813,2020,uttar-pradesh
4863,ghazipur district,TOTAL,1252110,2247394537.737905,2020,uttar-pradesh
4864,farrukhabad district,TOTAL,601099,972263008.9379331,2020,uttar-pradesh
4865,kannauj district,TOTAL,505120,729038063.4520526,2020,uttar-pradesh
4866,azamgarh district,TOTAL,1402231,2315722081.811428,2020,uttar-pradesh
