,District,Type,Count,Amount,Year,state,Quater
362,raichur district,TOTAL,3282229,7181366788.459692,2020,karnataka,Q3
363,chamarajanagara district,TOTAL,931206,1800992219.5249476,2020,karnataka,Q3
364,dakshina kannada district,TOTAL,5509516,10219448161.55705,2020,karnataka,Q3
365,hassan district,TOTAL,3100603,6405222177.752996,2020,karnataka,Q3
366,dharwad district,TOTAL,6653211,10834407900.60387,2020,karnataka,Q3
367,shivamogga district,TOTAL,4533533,8599350580.438519,2020,karnataka,Q3
368,udupi district,TOTAL,1879859,2765993461.2813215,2020,karnataka,Q3
369,gadag district,TOTAL,1516661,2753533726.27555,2020,karnataka,Q3
370,mysuru district,TOTAL,14314966,24721321665.945152,2020,karnataka,Q4
371,chitradurga district,TOTAL,3837391,7600991609.367609,2020,karnataka,Q4
372,kalaburagi district,TOTAL,6040954,12627718005.276012,2020,karnataka,Q4
373,ramanagara district,TOTAL,5702541,10176732532.120983,2020,karnataka,Q4
374,mandya district,TOTAL,4908339,10250617415.246532,2020,karnataka,Q4
375,kodagu district,TOTAL,1378387,2414955954.5999603,2020,karnataka,Q4
376,chikkamagaluru district,TOTAL,2641832,4992605338.457241,2020,karnataka,Q4
377,haveri district,TOTAL,2426895,4543883457.159707,2020,karnataka,Q4
378,ballari district,TOTAL,9772557,18739492904.576576,2020,karnataka,Q4
379,belagavi district,TOTAL,10147281,18131720291.443623,2020,karnataka,Q4
380,kolar district,TOTAL,7877407,14873069326.116919,2020,karnataka,Q4
381,uttara kannada district,TOTAL,2667563,4460758062.022853,2020,karnataka,Q4
382,tumakuru district,TOTAL,8893778,16914412572.224335,2020,karnataka,Q4
383,yadgir district,TOTAL,1767141,4394551584.79969,2020,karnataka,Q4
384,bengaluru urban district,TOTAL,267720411,352536741958.4486,2020,karnataka,Q4
385,chikkaballapura district,TOTAL,4952668,10592481164.6092,2020,karnataka,Q4
386,davanagere district,TOTAL,7262656,14015672346.829773,2020,karnataka,Q4
387,bagalkote district,TOTAL,4166298,8472795712.359591,2020,karnataka,Q4
388,vijayapura district,TOTAL,5433260,11453048337.939936,2020,karnataka,Q4
389,koppal district,TOTAL,3144655,6272905723.2932205,2020,karnataka,Q4
390,bidar district,TOTAL,4874329,10175605486.384695,2020,karnataka,Q4
391,bengaluru rural district,TOTAL,11780762,18175304366.25715,2020,karnataka,Q4
392,raichur district,TOTAL,4812779,10512812486.905113,2020,karnataka,Q4
393,chamarajanagara district,TOTAL,1419599,2862512344.8971806,2020,karnataka,Q4
394,dakshina kannada district,TOTAL,7794258,13295138020.866743,2020,karnataka,Q4
395,hassan district,TOTAL,4590150,9743350925.375175,2020,karnataka,Q4
396,dharwad district,TOTAL,9872445,15011234195.50343,2020,karnataka,Q4
397,shivamogga district,TOTAL,6063929,11470058678.184986,2020,karnataka,Q4
398,udupi district,TOTAL,3017320,4525865271.057199,2020,karnataka,Q4
399,gadag district,TOTAL,2254433,4078340826.749055,2020,karnataka,Q4
400,mysuru district,TOTAL,17089151,28183406863.66486,2021,karnataka,Q1
401,chitradurga district,TOTAL,3714510,7565985784.453019,2021,karnataka,Q1
402,kalaburagi district,TOTAL,6439886,13881496062.286669,2021,karnataka,Q1
403,ramanagara district,TOTAL,5830609,10303526389.686382,2021,karnataka,Q1
404,mandya district,TOTAL,5158134,10841975091.163118,2021,karnataka,Q1
405,kodagu district,TOTAL,1380725,2645865957.006945,2021,karnataka,Q1
406,chikkamagaluru district,TOTAL,2605701,5185000583.956051,2021,karnataka,Q1
407,haveri district,TOTAL,2390787,4651874088.262499,2021,karnataka,Q1
408,ballari district,TOTAL,9904822,18837260510.48218,2021,karnataka,Q1
409,belagavi district,TOTAL,10602642,18931041051.05792,2021,karnataka,Q1
410,kolar district,TOTAL,7957144,14724582470.43729,2021,karnataka,Q1
411,uttara kannada district,TOTAL,2580942,4520088579.643313,2021,karnataka,Q1
412,tumakuru district,TOTAL,9386009,17694897997.486073,2021,karnataka,Q1
413,yadgir district,TOTAL,1755607,4623935210.174469,2021,karnataka,Q1
414,bengaluru urban district,TOTAL,348712787,432401341231.7671,2021,karnataka,Q1
415,chikkaballapura district,TOTAL,5027581,10585085072.149288,2021,karnataka,Q1
416,davanagere district,TOTAL,9322884,17155680177.783762,2021,karnataka,Q1
417,bagalkote district,TOTAL,4033439,8239831522.642422,2021,karnataka,Q1
418,vijayapura district,TOTAL,5145667,11170578518.368378,2021,karnataka,Q1
419,koppal district,TOTAL,3042763,6139670045.277093,2021,karnataka,Q1
420,bidar district,TOTAL,5209226,10925907352.23449,2021,karnataka,Q1
421,bengaluru rural district,TOTAL,12387231,18735722156.72461,2021,karnataka,Q1
422,raichur district,TOTAL,4719196,10717943675.71631,2021,karnataka,Q1
423,chamarajanagara district,TOTAL,1380973,2890358122.602378,2021,karnataka,Q1
424,dakshina kannada district,TOTAL,9626991,15430015647.494526,2021,karnataka,Q1
425,hassan district,TOTAL,4852456,10472109758.71391,2021,karnataka,Q1
426,dharwad district,TOTAL,11396406,16320416665.27951,2021,karnataka,Q1
427,shivamogga district,TOTAL,6961180,12979261424.243988,2021,karnataka,Q1
428,udupi district,TOTAL,2999356,4318595833.417577,2021,karnataka,Q1
429,gadag district,TOTAL,2182687,3921903568.216193,2021,karnataka,Q1
430,mysuru district,TOTAL,17372316,30853150362.625572,2021,karnataka,Q2
431,chitradurga district,TOTAL,4896289,9780802178.160032,2021,karnataka,Q2
432,kalaburagi district,TOTAL,8337112,17652070457.62749,2021,karnataka,Q2
433,ramanagara district,TOTAL,6647943,12386904951.91838,2021,karnataka,Q2
434,mandya district,TOTAL,6206906,13463242356.880379,2021,karnataka,Q2
435,kodagu district,TOTAL,1492581,2767308186.8975034,2021,karnataka,Q2
436,chikkamagaluru district,TOTAL,3111459,6149407549.81893,2021,karnataka,Q2
437,haveri district,TOTAL,3110220,6197739534.751736,2021,karnataka,Q2
438,ballari district,TOTAL,11601049,23117810388.096546,2021,karnataka,Q2
439,belagavi district,TOTAL,12215950,23772477631.266983,2021,karnataka,Q2
440,kolar district,TOTAL,9352225,17435526726.61021,2021,karnataka,Q2
441,uttara kannada district,TOTAL,2905076,5000306105.6013775,2021,karnataka,Q2
442,tumakuru district,TOTAL,10841529,21263359141.534966,2021,karnataka,Q2
443,yadgir district,TOTAL,2452409,6281841237.85188,2021,karnataka,Q2
444,bengaluru urban district,TOTAL,326804307,444422398357.67755,2021,karnataka,Q2
445,chikkaballapura district,TOTAL,6109863,12849313743.804506,2021,karnataka,Q2
446,davanagere district,TOTAL,11241732,21560667430.36194,2021,karnataka,Q2
447,bagalkote district,TOTAL,4997178,10550185654.533318,2021,karnataka,Q2
448,vijayapura district,TOTAL,6396225,14538509045.273123,2021,karnataka,Q2
449,koppal district,TOTAL,4159197,8437126899.16258,2021,karnataka,Q2
450,bidar district,TOTAL,6915969,13527998469.212965,2021,karnataka,Q2
451,bengaluru rural district,TOTAL,12594743,19987071189.389824,2021,karnataka,Q2
452,raichur district,TOTAL,5962067,14265747344.598593,2021,karnataka,Q2
453,chamarajanagara district,TOTAL,1805479,3528159373.1348076,2021,karnataka,Q2
454,dakshina kannada district,TOTAL,10734091,18919204047.503716,2021,karnataka,Q2
455,hassan district,TOTAL,5982873,12792200404.234383,2021,karnataka,Q2
456,dharwad district,TOTAL,11462786,18982715974.0801,2021,karnataka,Q2
457,shivamogga district,TOTAL,8867928,17168519411.92635,2021,karnataka,Q2
458,udupi district,TOTAL,3271925,5054042664.029269,2021,karnataka,Q2
459,gadag district,TOTAL,2799619,5181344411.482389,2021,karnataka,Q2
460,mysuru district,TOTAL,25045268,42793900020.64541,2021,karnataka,Q3
461,chitradurga district,TOTAL,6231545,12308859087.12011,2021,karnataka,Q3
462,kalaburagi district,TOTAL,10665776,20950668881.300247,2021,karnataka,Q3
463,ramanagara district,TOTAL,8835685,15882834743.062683,2021,karnataka,Q3
464,mandya district,TOTAL,7929522,16634412671.450672,2021,karnataka,Q3
465,kodagu district,TOTAL,2090601,3866527644.3690343,2021,karnataka,Q3
466,chikkamagaluru district,TOTAL,4321253,8373702713.439056,2021,karnataka,Q3
467,haveri district,TOTAL,4071322,7598806899.828201,2021,karnataka,Q3
468,ballari district,TOTAL,15360429,28402193277.238922,2021,karnataka,Q3
469,belagavi district,TOTAL,17022354,30762343874.290985,2021,karnataka,Q3
470,kolar district,TOTAL,12345736,22985772793.69687,2021,karnataka,Q3
471,uttara kannada district,TOTAL,3997228,6788107042.030695,2021,karnataka,Q3
472,tumakuru district,TOTAL,14242057,27175810122.446198,2021,karnataka,Q3
473,yadgir district,TOTAL,2968202,7164867020.281796,2021,karnataka,Q3
474,bengaluru urban district,TOTAL,476485560,626123198813.8513,2021,karnataka,Q3
475,chikkaballapura district,TOTAL,7969287,16926839574.70867,2021,karnataka,Q3
476,davanagere district,TOTAL,15967687,28564688330.34218,2021,karnataka,Q3
477,bagalkote district,TOTAL,6681929,13216790982.379145,2021,karnataka,Q3
478,vijayapura district,TOTAL,8525361,17965404016.83265,2021,karnataka,Q3
479,koppal district,TOTAL,5371719,10331849991.77075,2021,karnataka,Q3
480,bidar district,TOTAL,8687234,16065409114.53396,2021,karnataka,Q3
481,bengaluru rural district,TOTAL,18220951,28063157056.129364,2021,karnataka,Q3
482,raichur district,TOTAL,7622542,16847864115.933386,2021,karnataka,Q3
483,chamarajanagara district,TOTAL,2245885,4612190943.282972,2021,karnataka,Q3
484,dakshina kannada district,TOTAL,15180931,25279637809.21226,2021,karnataka,Q3
485,hassan district,TOTAL,7941626,16403399916.30698,2021,karnataka,Q3
486,dharwad district,TOTAL,17187010,26053988751.02021,2021,karnataka,Q3
487,shivamogga district,TOTAL,12112810,22070915047.782825,2021,karnataka,Q3
488,udupi district,TOTAL,4312053,6508822562.961538,2021,karnataka,Q3
489,gadag district,TOTAL,3656976,6511775339.361624,2021,karnataka,Q3
490,mysuru district,TOTAL,31839861,52946045330.89639,2021,karnataka,Q4
491,chitradurga district,TOTAL,7474376,14560428980.082018,2021,karnataka,Q4
492,kalaburagi district,TOTAL,13349587,26451488965.63411,2021,karnataka,Q4
493,ramanagara district,TOTAL,10827530,18992856972.666298,2021,karnataka,Q4
494,mandya district,TOTAL,9802476,20006664449.043564,2021,karnataka,Q4
495,kodagu district,TOTAL,2826193,5100881378.425953,2021,karnataka,Q4
496,chikkamagaluru district,TOTAL,5505712,10518135301.355194,2021,karnataka,Q4
497,haveri district,TOTAL,4957707,9220800926.195599,2021,karnataka,Q4
498,ballari district,TOTAL,18819499,34087192109.870033,2021,karnataka,Q4
499,belagavi district,TOTAL,22398086,39314016545.15853,2021,karnataka,Q4
500,kolar district,TOTAL,14712839,26179750345.180424,2021,karnataka,Q4
501,uttara kannada district,TOTAL,5249512,9102945420.969872,2021,karnataka,Q4
502,tumakuru district,TOTAL,17549961,32086008651.860348,2021,karnataka,Q4
503,yadgir district,TOTAL,3619421,8475580979.299593,2021,karnataka,Q4
504,bengaluru urban district,TOTAL,584958847,755926042210.8082,2021,karnataka,Q4
505,chikkaballapura district,TOTAL,9562085,19411029582.917385,2021,karnataka,Q4
506,davanagere district,TOTAL,19885521,34700043233.80145,2021,karnataka,Q4
507,bagalkote district,TOTAL,8508880,16264812662.155334,2021,karnataka,Q4
508,vijayapura district,TOTAL,10780905,21912610698.285416,2021,karnataka,Q4
509,koppal district,TOTAL,6635768,12492370832.95604,2021,karnataka,Q4
510,bidar district,TOTAL,10187097,19817202480.152584,2021,karnataka,Q4
511,bengaluru rural district,TOTAL,22522389,33858680417.976257,2021,karnataka,Q4
512,raichur district,TOTAL,9278851,19356588626.568703,2021,karnataka,Q4
513,chamarajanagara district,TOTAL,2746927,5552756929.955185,2021,karnataka,Q4
514,dakshina kannada district,TOTAL,19368239,31520554624.570152,2021,karnataka,Q4
515,hassan district,TOTAL,10464484,20595035689.589443,2021,karnataka,Q4
516,dharwad district,TOTAL,21979264,32561017319.923508,2021,karnataka,Q4
517,shivamogga district,TOTAL,15695558,27830702801.550133,2021,karnataka,Q4
518,udupi district,TOTAL,5829250,8949815675.05281,2021,karnataka,Q4
519,gadag district,TOTAL,4388613,7679264206.975709,2021,karnataka,Q4
520,mysuru district,TOTAL,37083502,61822430173.662796,2022,karnataka,Q1
521,chitradurga district,TOTAL,8840295,17387118905.490105,2022,karnataka,Q1
522,kalaburagi district,TOTAL,16255757,31752677807.213947,2022,karnataka,Q1
523,ramanagara district,TOTAL,12677561,22088643583.77496,2022,karnataka,Q1
524,mandya district,TOTAL,11788401,24060082945.764446,2022,karnataka,Q1
525,kodagu district,TOTAL,3432505,6646574029.357061,2022,karnataka,Q1
526,chikkamagaluru district,TOTAL,6600446,12915229702.858986,2022,karnataka,Q1
527,haveri district,TOTAL,6004637,11265090071.929947,2022,karnataka,Q1
528,ballari district,TOTAL,21654672,38400067163.88623,2022,karnataka,Q1
529,belagavi district,TOTAL,26878240,46658421651.21534,2022,karnataka,Q1
530,kolar district,TOTAL,16843681,29992517346.890373,2022,karnataka,Q1
531,uttara kannada district,TOTAL,6073557,10544067403.534029,2022,karnataka,Q1
532,tumakuru district,TOTAL,20649123,37948656148.62866,2022,karnataka,Q1
533,yadgir district,TOTAL,4406744,10462830367.372805,2022,karnataka,Q1
534,bengaluru urban district,TOTAL,648380838,837938769153.0939,2022,karnataka,Q1
535,chikkaballapura district,TOTAL,11172675,22098064888.873837,2022,karnataka,Q1
536,davanagere district,TOTAL,22581033,39050377360.95714,2022,karnataka,Q1
537,bagalkote district,TOTAL,10124765,18494582236.413975,2022,karnataka,Q1
538,vijayapura district,TOTAL,12863787,24932106998.528744,2022,karnataka,Q1
539,koppal district,TOTAL,7931539,14483139066.469166,2022,karnataka,Q1
540,bidar district,TOTAL,12375594,22960981363.08881,2022,karnataka,Q1
541,bengaluru rural district,TOTAL,25383239,38366097407.82493,2022,karnataka,Q1
542,raichur district,TOTAL,11003927,23404274257.14149,2022,karnataka,Q1
543,chamarajanagara district,TOTAL,3366450,6913976350.923538,2022,karnataka,Q1
544,dakshina kannada district,TOTAL,23170221,37851830234.158745,2022,karnataka,Q1
545,hassan district,TOTAL,12843322,25671185335.18034,2022,karnataka,Q1
546,dharwad district,TOTAL,25761398,37328868895.055,2022,karnataka,Q1
547,shivamogga district,TOTAL,19949316,36172162298.55464,2022,karnataka,Q1
548,udupi district,TOTAL,6634616,10288136700.683779,2022,karnataka,Q1
549,gadag district,TOTAL,5123566,8750528457.344032,2022,karnataka,Q1
550,mysuru district,TOTAL,44272976,71755017847.05061,2022,karnataka,Q2
551,chitradurga district,TOTAL,10700572,20208472585.330925,2022,karnataka,Q2
552,kalaburagi district,TOTAL,19784596,37138279677.46423,2022,karnataka,Q2
553,ramanagara district,TOTAL,15245758,26816373100.039696,2022,karnataka,Q2
554,mandya district,TOTAL,14343600,28867594359.29202,2022,karnataka,Q2
555,kodagu district,TOTAL,4177322,7565443848.449671,2022,karnataka,Q2
556,chikkamagaluru district,TOTAL,8024667,15036115690.782028,2022,karnataka,Q2
557,haveri district,TOTAL,7254524,13257194848.140846,2022,karnataka,Q2
558,ballari district,TOTAL,25715246,43733106040.42187,2022,karnataka,Q2
559,belagavi district,TOTAL,32214940,54330716392.87328,2022,karnataka,Q2
560,kolar district,TOTAL,19566690,35399778574.459595,2022,karnataka,Q2
561,uttara kannada district,TOTAL,7039036,11973278366.373596,2022,karnataka,Q2
562,tumakuru district,TOTAL,24528653,44297419510.10812,2022,karnataka,Q2
563,yadgir district,TOTAL,5520410,12375236867.624014,2022,karnataka,Q2
564,bengaluru urban district,TOTAL,786978117,1013933810932.2711,2022,karnataka,Q2
565,chikkaballapura district,TOTAL,13199482,26798287983.128845,2022,karnataka,Q2
566,davanagere district,TOTAL,28378650,46910152646.482544,2022,karnataka,Q2
567,bagalkote district,TOTAL,12292030,21543677830.77469,2022,karnataka,Q2
568,vijayapura district,TOTAL,15497828,29343153102.38529,2022,karnataka,Q2
569,koppal district,TOTAL,10029526,17390091876.711746,2022,karnataka,Q2
570,bidar district,TOTAL,15103994,27016319518.501,2022,karnataka,Q2
571,bengaluru rural district,TOTAL,29552291,45049848699.91368,2022,karnataka,Q2
572,raichur district,TOTAL,13465552,27197767201.220184,2022,karnataka,Q2
573,chamarajanagara district,TOTAL,4177168,8011329768.322524,2022,karnataka,Q2
574,dakshina kannada district,TOTAL,26596843,43058171123.94547,2022,karnataka,Q2
575,hassan district,TOTAL,15347412,29316180031.946106,2022,karnataka,Q2
576,dharwad district,TOTAL,30334488,44220634322.54169,2022,karnataka,Q2
577,shivamogga district,TOTAL,24024769,42192013838.99083,2022,karnataka,Q2
578,udupi district,TOTAL,7786229,11968816664.618942,2022,karnataka,Q2
579,gadag district,TOTAL,6295591,10441830809.061962,2022,karnataka,Q2
580,mysuru district,TOTAL,40705541,62142656687.51495,2022,karnataka,Q3
581,chitradurga district,TOTAL,10645515,18816797147.733307,2022,karnataka,Q3
582,kalaburagi district,TOTAL,20345468,34468548524.63291,2022,karnataka,Q3
583,ramanagara district,TOTAL,15252860,24917635086.46713,2022,karnataka,Q3
584,mandya district,TOTAL,14529761,27652425871.348373,2022,karnataka,Q3
585,kodagu district,TOTAL,3756864,6211450943.385445,2022,karnataka,Q3
586,chikkamagaluru district,TOTAL,8118417,13904227857.055336,2022,karnataka,Q3
587,haveri district,TOTAL,7691043,12602269794.288483,2022,karnataka,Q3
588,ballari district,TOTAL,25020296,39977029009.67139,2022,karnataka,Q3
589,belagavi district,TOTAL,30506760,47452586439.87803,2022,karnataka,Q3
590,kolar district,TOTAL,19634287,34773465329.38425,2022,karnataka,Q3
591,uttara kannada district,TOTAL,6851164,10582287506.903862,2022,karnataka,Q3
592,tumakuru district,TOTAL,24310727,41225194542.91735,2022,karnataka,Q3
593,yadgir district,TOTAL,5434554,10954971886.095985,2022,karnataka,Q3
594,bengaluru urban district,TOTAL,738035161,930886457807.8191,2022,karnataka,Q3
595,chikkaballapura district,TOTAL,13185890,26027691612.465057,2022,karnataka,Q3
596,davanagere district,TOTAL,16814000,26646939915.558224,2022,karnataka,Q3
597,bagalkote district,TOTAL,12090911,19422333597.546112,2022,karnataka,Q3
598,vijayapura district,TOTAL,15584088,26736978830.775085,2022,karnataka,Q3
599,koppal district,TOTAL,9948188,15884067510.35669,2022,karnataka,Q3
600,bidar district,TOTAL,15717179,25448600189.83323,2022,karnataka,Q3
601,bengaluru rural district,TOTAL,29738665,43852997173.89527,2022,karnataka,Q3
602,raichur district,TOTAL,13272269,24600810301.99743,2022,karnataka,Q3
603,chamarajanagara district,TOTAL,4335006,7956137338.000944,2022,karnataka,Q3
604,dakshina kannada district,TOTAL,17248777,25239674044.223103,2022,karnataka,Q3
605,hassan district,TOTAL,15366670,27360185921.83621,2022,karnataka,Q3
606,dharwad district,TOTAL,25927571,34230149717.13926,2022,karnataka,Q3
607,shivamogga district,TOTAL,15974774,25663783169.577217,2022,karnataka,Q3
608,udupi district,TOTAL,7695387,11043120655.651598,2022,karnataka,Q3
609,gadag district,TOTAL,6023535,9236758197.071215,2022,karnataka,Q3
610,mysuru district,TOTAL,44057659,67004180524.31279,2022,karnataka,Q4
611,chitradurga district,TOTAL,11603531,20575182885.91857,2022,karnataka,Q4
612,kalaburagi district,TOTAL,22515278,37601225202.67351,2022,karnataka,Q4
613,ramanagara district,TOTAL,16729830,26462503793.535507,2022,karnataka,Q4
614,mandya district,TOTAL,16082429,30249005906.885826,2022,karnataka,Q4
615,kodagu district,TOTAL,4395090,7370333319.586554,2022,karnataka,Q4
616,chikkamagaluru district,TOTAL,9547252,16304151824.762962,2022,karnataka,Q4
617,haveri district,TOTAL,8622172,14092113266.32198,2022,karnataka,Q4
